species	day	month	year	hour	minute	second	temp_1	temp_2	temp_3	temp_4	temp_5	temp_6	t_air	Lon	Lat
Fulanus_beltranus	7	4	2020	1	0	0	10.8532	9.8388	6.0964	16.746	13.2532	15.33	8.9396	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	4	0	10.97	10.034	6.0964	17.242	13.3684	15.6356	10.1124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	8	0	11.0468	10.1908	6.1348	17.5092	13.5236	15.9812	10.1124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	12	0	11.0084	10.386	6.1748	17.2804	13.6772	16.1332	10.1124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	16	0	11.0084	10.5796	6.2548	17.0516	13.754	15.9428	10.1124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	20	0	11.0084	10.8132	6.2948	16.9364	13.754	15.7124	9.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	24	0	11.0084	10.97	6.3348	16.8612	13.7924	15.674	9.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	28	0	10.97	11.0084	6.3348	17.09	13.8308	15.7892	9.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	32	0	11.0852	11.0468	6.3748	17.5092	13.8692	15.9812	9.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	36	0	11.0084	10.93	6.3748	17.93	13.9844	16.3636	10.386	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	40	0	10.97	10.7748	6.3748	18.1588	14.1396	16.8228	10.386	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	44	0	11.0852	10.658	6.4132	18.4644	14.3316	17.1284	10.386	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	48	0	11.202	10.5796	6.4132	18.8068	14.562	17.3572	10.386	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	52	0	11.202	10.346	6.4532	18.8836	14.7156	17.5092	9.4484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	1	56	0	11.2804	10.1124	6.4932	18.9972	14.8692	17.6628	9.4484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	0	0	11.3572	9.8788	6.5332	18.8068	15.0228	17.7012	9.4484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	4	0	11.3972	9.6436	6.6116	18.6164	15.138	17.8148	9.4484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	8	0	11.5124	9.4484	6.6516	18.5012	15.2916	17.8916	8.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	12	0	11.5524	9.2532	6.7316	18.3108	15.33	17.8148	8.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	16	0	11.6292	9.0964	6.81	18.1204	15.33	17.586	8.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	20	0	11.6292	8.9396	6.89	18.0436	15.3684	17.4724	8.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	24	0	11.5908	8.7828	6.9684	17.9684	15.3684	17.3956	9.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	28	0	11.5524	8.6644	6.9684	18.0436	15.3684	17.3572	9.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	32	0	11.5908	8.586	7.0484	18.1972	15.3684	17.4724	9.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	36	0	11.5908	8.5476	7.0884	18.426	15.4436	17.586	9.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	40	0	11.474	8.5476	7.1268	18.3492	15.4436	17.7396	9.1748	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	44	0	11.3572	8.5076	7.1268	18.082	15.482	17.8916	9.1748	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	48	0	11.3572	8.5476	7.1668	18.0068	15.5204	18.0436	9.1748	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	52	0	11.3972	8.626	7.1668	18.1972	15.5588	18.2724	9.1748	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	2	56	0	11.4356	8.7044	7.2068	18.1588	15.5972	18.3492	9.018	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	0	0	11.3572	8.7044	7.2852	18.0068	15.6356	18.5012	9.018	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	4	0	11.2804	8.626	7.2852	17.8532	15.6356	18.5012	9.018	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	8	0	11.3188	8.5076	7.3652	17.5092	15.6356	18.3492	9.018	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	12	0	11.3188	8.4292	7.4036	17.3572	15.5972	18.2724	9.0564	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	16	0	11.474	8.4292	7.4436	17.5476	15.6356	18.4644	9.0564	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	20	0	11.706	8.5076	7.522	17.8148	15.7508	18.73	9.0564	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	24	0	11.978	8.6644	7.602	18.2356	15.866	19.0356	9.0564	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	28	0	12.21	8.8612	7.7588	18.73	15.9812	19.226	10.8132	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	32	0	12.1332	8.9396	7.9172	18.9588	16.058	19.5684	10.8132	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	36	0	12.0548	9.0964	8.0356	19.3028	16.1716	19.9492	10.8132	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	40	0	12.0948	9.41	8.154	19.9492	16.3252	20.3684	10.8132	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	44	0	12.1332	9.722	8.2324	20.0644	16.4788	20.5204	10.2692	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	48	0	12.1332	10.034	8.3108	19.8356	16.6308	20.5972	10.2692	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	52	0	12.0948	10.346	8.3508	19.6452	16.746	20.9396	10.2692	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	3	56	0	12.0548	10.658	8.3892	19.6068	16.9364	21.3956	10.2692	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	0	0	12.1332	10.97	8.4292	19.5684	17.1668	21.8148	11.5124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	4	0	12.1716	11.2404	8.4676	19.3396	17.3188	22.0036	11.5124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	8	0	12.1716	11.4356	8.5076	19.1124	17.434	21.9668	11.5124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	12	0	12.1332	11.5908	8.5476	18.9972	17.5092	21.8516	11.5124	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	16	0	12.21	11.746	8.626	19.0356	17.586	21.89	9.9572	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	20	0	12.2884	11.9396	8.6644	19.3028	17.7012	22.0804	9.9572	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	24	0	12.3652	12.1332	8.7428	19.378	17.8532	22.1188	9.9572	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	28	0	12.3652	12.3652	8.8212	19.3028	18.0068	22.1572	9.9572	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	32	0	12.3652	12.674	8.8612	19.3028	18.1588	22.194	11.1636	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	36	0	12.4804	13.2148	8.9396	19.4932	18.3492	22.1572	11.1636	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	40	0	12.674	13.9076	9.0564	19.6452	18.5012	22.1572	11.1636	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	44	0	12.8292	14.5236	9.1348	19.7972	18.73	22.3092	11.1636	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	48	0	12.906	15.0612	9.2532	20.178	18.8836	22.4996	11.0468	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	52	0	12.9444	15.4436	9.3316	20.4068	19.0356	22.6132	11.0468	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	4	56	0	12.9828	15.7892	9.4484	20.2916	19.1876	22.4228	11.0468	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	0	0	13.0212	16.21	9.5652	20.178	19.2644	22.2324	11.0468	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	4	0	13.0996	16.5924	9.6436	20.1396	19.3396	22.0036	10.3076	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	8	0	12.9828	16.746	9.722	19.7972	19.3396	21.7764	10.3076	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	12	0	12.7508	16.9748	9.722	19.53	19.3396	21.738	10.3076	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	16	0	12.5972	17.242	9.6836	19.4548	19.4164	21.89	10.3076	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	20	0	12.6356	17.586	9.6836	19.7588	19.5684	22.194	10.5796	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	24	0	12.5588	17.6244	9.722	19.53	19.6452	22.2324	10.5796	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	28	0	12.3268	17.434	9.762	19.4164	19.7204	22.2324	10.5796	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	32	0	12.1332	17.242	9.8388	19.3396	19.7588	22.3092	10.5796	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	36	0	12.0548	17.1668	9.8788	19.4164	19.7588	22.4228	11.0852	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	40	0	12.1332	17.242	9.8788	19.5684	19.7972	22.4996	11.0852	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	44	0	12.2484	17.4724	9.9572	19.8356	19.874	22.7268	11.0852	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	48	0	12.2884	17.6628	9.9956	20.1012	20.026	23.146	11.0852	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	52	0	12.3268	17.7396	10.074	20.2548	20.2916	23.4884	11.3188	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	5	56	0	12.5204	17.586	10.1908	20.1396	20.482	23.5268	11.3188	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	0	0	12.674	17.2804	10.2692	20.1012	20.5972	23.4884	11.3188	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	4	0	12.8292	16.898	10.346	20.2164	20.7492	23.6404	11.3188	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	8	0	12.8676	16.3636	10.386	20.2164	20.8628	23.7172	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	12	0	12.8292	15.7508	10.4244	20.33	20.8628	23.754	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	16	0	12.906	15.1764	10.5412	20.7108	20.9396	23.7924	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	20	0	12.9444	14.7156	10.658	21.0148	21.13	23.9828	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	24	0	12.8676	14.2932	10.7364	21.0916	21.3572	24.2116	12.8292	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	28	0	12.906	14.1012	10.8132	21.282	21.6612	24.554	12.8292	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	32	0	13.0596	14.0612	10.93	21.3188	21.9284	24.5924	12.8292	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	36	0	13.138	13.8692	11.0084	20.9012	22.0804	24.25	12.8292	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	40	0	13.2532	13.754	11.0468	20.6724	22.1188	23.9076	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	44	0	13.3684	13.7156	11.1252	20.8628	22.1572	23.7172	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	48	0	13.4852	13.754	11.2804	21.13	22.346	23.9076	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	52	0	13.3684	13.6772	11.4356	21.1668	22.6132	24.25	11.202	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	6	56	0	13.2532	13.562	11.6292	21.2436	22.9556	24.7828	12.1716	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	0	0	13.2148	13.5236	11.8612	21.3188	23.298	25.2404	12.1716	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	4	0	13.0212	13.33	12.0164	21.1668	23.5636	25.506	12.1716	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	8	0	12.9828	13.138	12.21	21.2052	23.8308	25.698	12.1716	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	12	0	13.0212	13.0596	12.442	21.3188	24.0596	25.7348	13.4068	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	16	0	13.138	13.0596	12.7124	21.3188	24.2116	25.5444	13.4068	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	20	0	13.2916	13.138	13.0596	21.282	24.2868	25.1636	13.4068	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	24	0	13.4068	13.2148	13.4068	21.434	24.402	25.05	13.4068	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	28	0	13.562	13.3684	13.7924	21.434	24.5156	25.0116	14.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	32	0	13.6004	13.4452	14.2164	21.3572	24.5924	25.202	14.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	36	0	13.4852	13.4068	14.6004	21.2436	24.706	25.3156	14.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	40	0	13.2916	13.2916	14.9844	21.1668	24.8212	25.354	14.3316	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	44	0	13.2532	13.2148	15.33	21.1668	24.8964	25.4308	14.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	48	0	13.3684	13.2532	15.674	21.1668	25.05	25.7348	14.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	52	0	13.4452	13.3684	16.058	21.434	25.202	26.0788	14.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	7	56	0	13.6004	13.6004	16.5156	21.89	25.3156	26.3076	14.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	0	0	13.754	13.8308	16.9364	22.2324	25.4308	26.5748	13.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	4	0	13.8308	14.0612	17.3572	22.2708	25.506	26.7268	13.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	8	0	13.7156	14.2548	17.7764	21.9668	25.4308	26.69	13.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	12	0	13.6772	14.4468	18.2356	21.7764	25.2772	26.5748	13.754	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	16	0	13.6388	14.7924	18.73	21.5476	25.1252	26.1556	15.5204	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	20	0	13.6388	15.2916	19.2644	21.2436	24.8596	25.4308	15.5204	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	24	0	13.6772	15.9044	19.874	21.282	24.4772	24.8596	15.5204	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	28	0	13.8308	16.746	20.7108	21.8516	24.2116	24.7444	15.5204	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	32	0	13.9844	17.586	21.6244	22.4612	24.0212	24.8964	13.7156	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	36	0	14.1012	18.2724	22.3844	22.6132	23.9444	25.1636	13.7156	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	40	0	14.1396	18.7684	22.9556	22.4612	23.8308	25.4308	13.7156	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	44	0	14.178	19.1492	23.3748	22.346	23.7172	25.7348	13.7156	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	48	0	14.178	19.378	23.9076	22.3092	23.6788	26.1924	13.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	52	0	14.2164	19.6068	24.402	22.3092	23.602	26.4596	13.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	8	56	0	14.1012	19.7204	24.8964	22.0804	23.5636	26.7268	13.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	0	0	14.0612	19.9876	25.4308	22.1572	23.5268	27.0708	13.2532	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	4	0	13.9076	20.2164	26.0788	22.3092	23.602	27.53	11.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	8	0	13.8308	20.5588	26.7652	22.5364	23.754	28.1428	11.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	12	0	13.9076	21.2436	27.3764	22.842	23.9828	28.7556	11.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	16	0	14.0228	21.9668	28.0276	23.1844	24.2116	29.1764	11.978	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	20	0	13.946	22.4228	28.41	22.994	24.402	29.4452	14.5236	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	24	0	13.754	22.7268	28.6788	22.7652	24.5156	29.7908	14.5236	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	28	0	13.6004	23.0308	28.8708	22.4612	24.6676	30.1764	14.5236	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	32	0	13.4852	23.2212	29.0228	22.2708	24.7444	30.4452	14.5236	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	36	0	13.4852	23.7172	29.4452	22.6132	24.8596	30.8308	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	40	0	13.5236	24.2868	29.9828	23.1844	24.9732	31.2164	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	44	0	13.7156	25.0116	30.4836	23.754	25.1252	31.5252	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	48	0	13.8692	25.5828	30.8692	24.2116	25.3156	31.6788	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	52	0	13.8692	26.002	31.2164	24.3252	25.4308	31.834	17.1284	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	9	56	0	13.6772	26.3076	31.4084	24.0596	25.5444	32.1828	17.1284	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	0	0	13.562	26.7268	31.6404	23.8308	25.698	32.6852	17.1284	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	4	0	13.6388	27.2628	31.7956	23.8308	25.8116	33.034	17.1284	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	8	0	13.6004	27.7204	32.1044	24.098	25.9636	33.618	15.9428	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	12	0	13.6772	28.218	32.4148	24.0596	26.0404	34.0452	15.9428	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	16	0	13.6772	28.41	32.6468	24.098	26.1172	34.3972	15.9428	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	20	0	13.6004	28.4484	32.6852	23.8308	26.1172	34.4356	15.9428	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	24	0	13.4852	28.5252	32.802	23.7924	26.1172	34.4756	16.554	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	28	0	13.5236	28.7556	33.1508	23.9828	26.2308	34.826	16.554	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	32	0	13.562	29.0996	33.5396	24.2116	26.4228	35.3748	16.554	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	36	0	13.5236	29.2916	33.8116	24.0596	26.6132	35.61	16.554	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	40	0	13.5236	29.5604	34.0452	23.9076	26.7268	35.7268	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	44	0	13.4852	29.8292	34.2804	23.9444	26.7268	35.8052	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	48	0	13.4852	30.2148	34.6708	24.5156	26.7652	36.1204	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	52	0	13.4852	30.5604	35.218	25.1636	26.8804	36.5524	16.2484	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	10	56	0	13.2916	30.522	35.61	25.354	27.1092	36.8676	17.8148	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	0	0	13.2532	30.5604	36.002	25.506	27.338	37.1844	17.8148	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	4	0	13.2916	30.8692	36.3172	25.6212	27.4916	37.658	17.8148	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	8	0	13.3684	31.3316	36.8292	26.002	27.7204	38.2148	17.8148	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	12	0	13.4452	31.834	37.2628	25.9636	27.874	38.6916	17.242	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	16	0	13.4852	32.3764	37.5396	25.9268	28.0276	39.37	17.242	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	20	0	13.562	32.8404	37.8564	26.0404	28.1428	39.97	17.242	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	24	0	13.6772	33.2292	37.9764	25.8884	28.3332	40.09	17.242	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	28	0	13.8308	33.4628	37.9364	25.7348	28.41	39.69	16.21	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	32	0	13.8692	33.5012	37.698	25.2772	28.3716	38.93	16.21	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	36	0	13.8308	33.3844	37.3428	24.9732	28.3332	38.2148	16.21	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	40	0	13.6772	33.1908	37.1444	24.7828	28.3332	37.738	16.21	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	44	0	13.4452	33.034	37.1444	24.6676	28.41	37.698	16.898	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	48	0	13.4452	33.1908	37.3028	24.8212	28.4868	37.698	16.898	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	52	0	13.562	33.346	37.3028	24.8212	28.4868	37.3812	16.898	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	11	56	0	13.7156	33.5012	37.2628	24.8596	28.4868	36.9076	16.898	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	0	0	13.8308	33.578	37.1444	24.6676	28.4484	36.3172	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	4	0	13.9076	33.6948	36.9476	24.4772	28.3332	35.7668	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	8	0	13.946	34.0068	36.7892	24.402	28.2948	35.4532	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	12	0	13.9844	34.2804	36.7108	24.3252	28.3332	35.5316	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	16	0	13.9844	34.514	36.514	24.25	28.4868	35.9236	17.3956	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	20	0	13.8692	34.4756	36.3556	24.098	28.6404	36.1204	17.3956	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	24	0	13.6004	34.202	36.1988	23.8308	28.7556	36.3172	17.3956	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	28	0	13.4852	34.2804	36.2388	23.8308	28.946	36.6324	17.3956	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	32	0	13.5236	34.7876	36.7108	24.3636	29.2148	37.2244	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	36	0	13.6004	35.2564	37.3028	24.9348	29.6372	37.9364	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	40	0	13.7924	35.8452	38.0548	25.7732	30.0996	38.6916	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	44	0	13.9076	36.474	38.7716	26.2308	30.5604	39.25	15.9812	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	48	0	13.9076	36.8676	39.41	26.6516	30.9844	39.69	14.2548	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	52	0	13.8308	36.8292	39.73	26.69	31.37	40.01	14.2548	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	12	56	0	13.7924	37.1044	40.21	27.1476	31.7172	40.3316	14.2548	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	13	0	0	13.8308	37.1444	40.5316	27.2244	32.1044	40.4516	14.2548	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	13	4	0	13.754	37.026	40.7732	27.2628	32.53	40.5316	14.1396	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	13	8	0	13.7924	37.066	40.9348	27.186	32.9188	40.4116	14.1396	50.03723396	9.978655977
Fulanus_beltranus	7	4	2020	13	12	0	13.9076	37.2628	41.0964	27.2244	33.2676	40.21	14.1396	50.03723396	9.978655977
